X		Y		U
0.500000	0.000000	0.000000
0.500000	0.007813	-0.012432
0.500000	0.015625	-0.024419
0.500000	0.023438	-0.036022
0.500000	0.031250	-0.047302
0.500000	0.039063	-0.058313
0.500000	0.046875	-0.069106
0.500000	0.054688	-0.079730
0.500000	0.062500	-0.090231
0.500000	0.070313	-0.100649
0.500000	0.078125	-0.111025
0.500000	0.085938	-0.121389
0.500000	0.093750	-0.131770
0.500000	0.101563	-0.142187
0.500000	0.109375	-0.152653
0.500000	0.117188	-0.163172
0.500000	0.125000	-0.173738
0.500000	0.132813	-0.184335
0.500000	0.140625	-0.194939
0.500000	0.148438	-0.205516
0.500000	0.156250	-0.216021
0.500000	0.164063	-0.226403
0.500000	0.171875	-0.236601
0.500000	0.179688	-0.246549
0.500000	0.187500	-0.256176
0.500000	0.195313	-0.265406
0.500000	0.203125	-0.274162
0.500000	0.210938	-0.282368
0.500000	0.218750	-0.289947
0.500000	0.226563	-0.296828
0.500000	0.234375	-0.302944
0.500000	0.242188	-0.308234
0.500000	0.250000	-0.312647
0.500000	0.257813	-0.316140
0.500000	0.265625	-0.318682
0.500000	0.273438	-0.320253
0.500000	0.281250	-0.320843
0.500000	0.289063	-0.320456
0.500000	0.296875	-0.319108
0.500000	0.304688	-0.316825
0.500000	0.312500	-0.313642
0.500000	0.320313	-0.309606
0.500000	0.328125	-0.304770
0.500000	0.335938	-0.299193
0.500000	0.343750	-0.292941
0.500000	0.351563	-0.286080
0.500000	0.359375	-0.278679
0.500000	0.367188	-0.270808
0.500000	0.375000	-0.262535
0.500000	0.382813	-0.253924
0.500000	0.390625	-0.245036
0.500000	0.398438	-0.235930
0.500000	0.406250	-0.226658
0.500000	0.414063	-0.217265
0.500000	0.421875	-0.207793
0.500000	0.429688	-0.198277
0.500000	0.437500	-0.188747
0.500000	0.445313	-0.179226
0.500000	0.453125	-0.169734
0.500000	0.460938	-0.160285
0.500000	0.468750	-0.150889
0.500000	0.476563	-0.141551
0.500000	0.484375	-0.132276
0.500000	0.492188	-0.123062
0.500000	0.500000	-0.113908
0.500000	0.507813	-0.104809
0.500000	0.515625	-0.095759
0.500000	0.523438	-0.086752
0.500000	0.531250	-0.077780
0.500000	0.539063	-0.068835
0.500000	0.546875	-0.059910
0.500000	0.554688	-0.050995
0.500000	0.562500	-0.042083
0.500000	0.570313	-0.033167
0.500000	0.578125	-0.024239
0.500000	0.585938	-0.015293
0.500000	0.593750	-0.006325
0.500000	0.601563	0.002671
0.500000	0.609375	0.011699
0.500000	0.617188	0.020762
0.500000	0.625000	0.029861
0.500000	0.632813	0.038997
0.500000	0.640625	0.048172
0.500000	0.648438	0.057383
0.500000	0.656250	0.066628
0.500000	0.664063	0.075906
0.500000	0.671875	0.085211
0.500000	0.679688	0.094539
0.500000	0.687500	0.103883
0.500000	0.695313	0.113237
0.500000	0.703125	0.122592
0.500000	0.710938	0.131939
0.500000	0.718750	0.141268
0.500000	0.726563	0.150569
0.500000	0.734375	0.159829
0.500000	0.742188	0.169037
0.500000	0.750000	0.178177
0.500000	0.757813	0.187238
0.500000	0.765625	0.196204
0.500000	0.773438	0.205062
0.500000	0.781250	0.213796
0.500000	0.789063	0.222395
0.500000	0.796875	0.230847
0.500000	0.804688	0.239141
0.500000	0.812500	0.247275
0.500000	0.820313	0.255251
0.500000	0.828125	0.263082
0.500000	0.835938	0.270796
0.500000	0.843750	0.278442
0.500000	0.851563	0.286102
0.500000	0.859375	0.293898
0.500000	0.867188	0.302007
0.500000	0.875000	0.310678
0.500000	0.882813	0.320249
0.500000	0.890625	0.331166
0.500000	0.898438	0.343995
0.500000	0.906250	0.359439
0.500000	0.914063	0.378329
0.500000	0.921875	0.401612
0.500000	0.929688	0.430309
0.500000	0.937500	0.465443
0.500000	0.945313	0.507939
0.500000	0.953125	0.558489
0.500000	0.960938	0.617383
0.500000	0.968750	0.684338
0.500000	0.976563	0.758332
0.500000	0.984375	0.837504
0.500000	0.992188	0.919165
0.500000	1.000000	1.000000
